No,PM_US_Post,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
19919,25,2012,4,9,22,1,14,87.93,1015.9,16,SE,87,0,0
19920,13,2012,4,9,23,1,14,87.93,1015.9,16,SE,94,0.5,0.5
19921,14,2012,4,10,0,1,14,87.93,1014.9,16,SE,100,0.2,0.7
19922,24,2012,4,10,1,1,14,87.93,1013.9,16,SE,105,0.2,0.9
19923,27,2012,4,10,2,1,14,87.93,1013.9,16,SE,109,0,0
19924,18,2012,4,10,3,1,14,87.93,1012.9,16,SE,112,1,1
19925,32,2012,4,10,4,1,14,87.93,1012.9,16,SE,114,0.6,1.6
19926,33,2012,4,10,5,1,15,93.8,1012.9,16,SE,116,0.1,1.7
19927,39,2012,4,10,6,1,15,93.8,1012.9,16,SW,2,0,0
19928,35,2012,4,10,7,1,16,93.84,1012.9,17,SE,3,0,0
19929,45,2012,4,10,8,1,17,88.2,1012.9,19,SW,4,0,0
19930,48,2012,4,10,9,1,18,78.09,1012.9,22,SW,8,0,0
19931,49,2012,4,10,10,1,17,69.01,1012.9,23,SW,12,0,0
19932,49,2012,4,10,11,1,18,69.2,1011.9,24,SW,15,0,0
19933,57,2012,4,10,12,1,17,61.21,1010.8,25,SW,18,0,0
19934,58,2012,4,10,13,1,18,57.93,1010.2,27,SW,20,0,0
19935,54,2012,4,10,14,1,17,57.69,1009.1,26,NW,3,0,0
19936,77,2012,4,10,15,1,18,61.44,1008.1,26,SW,3,0,0
19937,87,2012,4,10,16,1,18,65.19,1008.1,25,SW,7,0,0
19938,95,2012,4,10,17,1,18,65.19,1007.1,25,SW,10,0,0
19939,90,2012,4,10,18,1,18,69.2,1007.1,24,SE,3,0,0
19940,78,2012,4,10,19,1,18,78.09,1007.1,22,SE,9,4.1,4.1
19941,70,2012,4,10,20,1,19,88.37,1007.1,21,SE,13,0.5,4.6
19942,82,2012,4,10,21,1,19,88.37,1008.1,21,SE,14,7.1,11.7
19943,83,2012,4,10,22,1,19,93.98,1007.1,20,cv,1,9.9,21.6
19944,86,2012,4,10,23,1,19,93.98,1008.1,20,SE,2,4.1,25.7
19945,66,2012,4,11,0,1,19,93.98,1007.1,20,cv,1,16.7,42.4
19946,52,2012,4,11,1,1,18,100,1007.1,18,NE,6,6.5,48.9
19947,20,2012,4,11,2,1,18,100,1007.1,18,cv,0,0.4,49.3
19948,17,2012,4,11,3,1,18,100,1007.1,18,SW,3,0,0
19949,18,2012,4,11,4,1,18,100,1007.1,18,NW,3,0,0
19950,29,2012,4,11,5,1,17,93.89,1008.1,18,NW,8,0,0
19951,52,2012,4,11,6,1,18,93.94,1008.1,19,NW,13,0,0
19952,95,2012,4,11,7,1,18,93.94,1009.1,19,NW,18,0,0
19953,123,2012,4,11,8,1,17,82.89,1010.2,20,NW,24,0,0
19954,129,2012,4,11,9,1,17,82.89,1010.8,20,NW,31,0,0
19955,139,2012,4,11,10,1,15,77.64,1012.9,19,NE,9,0,0
19956,129,2012,4,11,11,1,16,77.79,1012.9,20,NE,15,0,0
19957,138,2012,4,11,12,1,15,72.96,1012.9,20,NE,22,0,0
19958,118,2012,4,11,13,1,14,72.78,1012.9,19,NE,31,0,0
19959,97,2012,4,11,14,1,12,67.99,1012.9,18,NE,39,0,0
19960,62,2012,4,11,15,1,11,67.78,1013.9,17,NE,47,0,0
19961,30,2012,4,11,16,1,10,67.57,1013.9,16,NE,54,0,0
19962,20,2012,4,11,17,1,10,72.04,1013.9,15,NE,60,0,0
19963,28,2012,4,11,18,1,10,72.04,1013.9,15,NE,65,0,0
19964,36,2012,4,11,19,1,10,76.84,1014.9,14,NE,70,0,0
19965,37,2012,4,11,20,1,10,76.84,1014.9,14,NE,74,0,0
19966,35,2012,4,11,21,1,9,71.85,1014.9,14,NE,78,0,0
19967,31,2012,4,11,22,1,9,71.85,1014.9,14,NE,80,0,0
19968,45,2012,4,11,23,1,9,76.68,1015.9,13,NE,84,0,0
19969,49,2012,4,12,0,1,9,76.68,1014.9,13,NE,88,0,0
19970,41,2012,4,12,1,1,9,76.68,1014.9,13,NE,89,0,0
19971,49,2012,4,12,2,1,8,81.75,1014.9,11,cv,0,0,0
19972,54,2012,4,12,3,1,8,81.75,1013.9,11,SE,1,0,0
19973,46,2012,4,12,4,1,9,81.88,1013.9,12,SE,4,0,0
19974,49,2012,4,12,5,1,9,87.47,1013.9,11,SE,7,0,0
19975,53,2012,4,12,6,1,9,87.47,1013.9,11,SE,11,0,0
19976,44,2012,4,12,7,1,9,81.88,1013.9,12,SE,13,0,0
19977,34,2012,4,12,8,1,7,62.71,1013.9,14,SE,16,0,0
19978,26,2012,4,12,9,1,5,51.2,1013.9,15,SE,21,0,0
19979,23,2012,4,12,10,1,6,48.31,1013.9,17,SE,26,0,0
19980,32,2012,4,12,11,1,7,51.75,1013.9,17,NE,3,0,0
19981,31,2012,4,12,12,1,8,48.87,1011.9,19,SE,5,0,0
19982,28,2012,4,12,13,1,9,49.15,1010.8,20,SE,10,0,0
19983,33,2012,4,12,14,1,9,55.67,1010.2,18,SE,15,0,0
19984,28,2012,4,12,15,1,10,59.54,1009.1,18,SE,20,0,0
19985,43,2012,4,12,16,1,10,59.54,1009.1,18,SE,25,0,0
19986,45,2012,4,12,17,1,10,63.41,1009.1,17,SE,30,0,0
19987,46,2012,4,12,18,1,11,72.23,1009.1,16,SE,34,0,0
19988,54,2012,4,12,19,1,11,77.01,1010.2,15,SE,38,0,0
19989,49,2012,4,12,20,1,11,77.01,1010.8,15,NE,3,0,0
19990,50,2012,4,12,21,1,11,82.14,1010.2,14,NE,7,0.5,0.5
19991,48,2012,4,12,22,1,11,82.14,1010.2,14,NE,11,0.5,1
19992,41,2012,4,12,23,1,12,87.75,1010.2,14,SE,4,0.4,1.4
19993,34,2012,4,13,0,1,12,87.75,1009.1,14,SE,8,1.2,2.6
19994,27,2012,4,13,1,1,12,87.75,1009.1,14,SE,10,2.3,4.9
19995,19,2012,4,13,2,1,12,87.75,1008.1,14,cv,0,1.8,6.7
19996,15,2012,4,13,3,1,13,93.7,1008.1,14,NE,3,0.4,7.1
19997,17,2012,4,13,4,1,13,93.7,1009.1,14,NE,5,0.2,7.3
19998,13,2012,4,13,5,1,13,93.7,1009.1,14,NE,8,1,8.3
19999,17,2012,4,13,6,1,12,87.75,1010.2,14,NE,11,0,0
20000,15,2012,4,13,7,1,12,87.75,1010.2,14,NE,14,0.1,0.1
20001,19,2012,4,13,8,1,12,93.65,1010.8,13,NE,19,0,0
20002,20,2012,4,13,9,1,12,93.65,1011.9,13,NE,21,0,0
20003,30,2012,4,13,10,1,11,87.66,1012.9,13,NE,23,0,0
20004,29,2012,4,13,11,1,12,87.75,1012.9,14,NE,25,0,0
20005,53,2012,4,13,12,1,12,87.75,1012.9,14,NE,28,0,0
20006,62,2012,4,13,13,1,12,87.75,1011.9,14,NE,32,0,0
20007,37,2012,4,13,14,1,12,87.75,1011.9,14,NE,33,0,0
20008,47,2012,4,13,15,1,12,87.75,1011.9,14,NE,36,0,0
20009,59,2012,4,13,16,1,12,87.75,1011.9,14,NE,38,0,0
20010,68,2012,4,13,17,1,12,82.27,1011.9,15,cv,1,0,0
20011,86,2012,4,13,18,1,12,87.75,1012.9,14,NE,2,0,0
20012,90,2012,4,13,19,1,12,87.75,1012.9,14,NE,3,0,0
20013,91,2012,4,13,20,1,12,82.27,1013.9,15,NE,5,0,0
20014,81,2012,4,13,21,1,12,82.27,1013.9,15,SE,2,0,0
20015,75,2012,4,13,22,1,12,87.75,1014.9,14,SE,5,0,0
20016,65,2012,4,13,23,1,12,87.75,1014.9,14,SE,8,0,0
20017,66,2012,4,14,0,1,12,93.65,1014.9,13,SE,10,0,0
20018,78,2012,4,14,1,1,12,93.65,1014.9,13,SE,13,0,0
20019,86,2012,4,14,2,1,11,93.6,1014.9,12,SW,2,0,0
20020,80,2012,4,14,3,1,11,87.66,1014.9,13,SE,1,0,0
20021,90,2012,4,14,4,1,11,87.66,1014.9,13,cv,0,0,0
20022,94,2012,4,14,5,1,11,87.66,1014.9,13,cv,0,0,0
20023,90,2012,4,14,6,1,11,87.66,1015.9,13,cv,0,0,0
20024,98,2012,4,14,7,1,11,87.66,1015.9,13,NE,2,0,0
20025,114,2012,4,14,8,1,12,82.27,1015.9,15,cv,1,0,0
20026,123,2012,4,14,9,1,12,77.17,1016.9,16,cv,1,0,0
20027,99,2012,4,14,10,1,11,63.64,1015.9,18,cv,1,0,0
20028,98,2012,4,14,11,1,12,63.87,1015.9,19,cv,2,0,0
20029,88,2012,4,14,12,1,10,55.93,1014.9,19,SE,3,0,0
20030,69,2012,4,14,13,1,10,52.56,1013.9,20,NE,2,0,0
20031,59,2012,4,14,14,1,11,59.78,1013.9,19,SE,4,0,0
20032,69,2012,4,14,15,1,12,72.42,1013.9,17,SE,9,0,0
20033,58,2012,4,14,16,1,12,72.42,1013.9,17,SE,12,0,0
20034,62,2012,4,14,17,1,11,67.78,1012.9,17,SE,15,0,0
20035,54,2012,4,14,18,1,11,72.23,1012.9,16,SE,19,0,0
20036,50,2012,4,14,19,1,11,77.01,1011.9,15,SE,24,0,0
20037,50,2012,4,14,20,1,9,71.85,1012.9,14,SE,28,0,0
20038,44,2012,4,14,21,1,9,71.85,1013.9,14,SE,31,0,0
20039,43,2012,4,14,22,1,9,71.85,1013.9,14,SE,34,0,0
20040,45,2012,4,14,23,1,9,71.85,1012.9,14,SE,37,0,0
20041,40,2012,4,15,0,1,9,76.68,1012.9,13,SE,41,0,0
20042,40,2012,4,15,1,1,10,82.01,1011.9,13,SE,43,0,0
20043,42,2012,4,15,2,1,10,82.01,1011.9,13,SE,46,0,0
20044,46,2012,4,15,3,1,10,82.01,1011.9,13,NE,2,0,0
20045,45,2012,4,15,4,1,10,82.01,1011.9,13,SE,2,0,0
20046,41,2012,4,15,5,1,10,82.01,1011.9,13,NE,2,0,0
20047,44,2012,4,15,6,1,10,82.01,1012.9,13,SE,1,0,0
20048,43,2012,4,15,7,1,10,76.84,1012.9,14,SE,4,0,0
20049,52,2012,4,15,8,1,11,77.01,1012.9,15,SE,6,0,0
20050,55,2012,4,15,9,1,11,77.01,1012.9,15,SE,10,0,0
20051,60,2012,4,15,10,1,12,67.99,1012.9,18,SE,13,0,0
20052,62,2012,4,15,11,1,12,60.03,1011.9,20,SW,3,0,0
20053,58,2012,4,15,12,1,10,52.56,1011.9,20,SW,5,0,0
20054,50,2012,4,15,13,1,11,52.83,1011.9,21,SW,7,0,0
20055,53,2012,4,15,14,1,10,52.56,1010.8,20,cv,1,0,0
20056,58,2012,4,15,15,1,9,49.15,1010.2,20,cv,2,0,0
20057,56,2012,4,15,16,1,10,52.56,1010.2,20,NE,1,0,0
20058,56,2012,4,15,17,1,11,59.78,1010.2,19,SW,4,0,0
20059,49,2012,4,15,18,1,10,59.54,1010.8,18,SW,7,0,0
20060,49,2012,4,15,19,1,9,63.18,1010.8,16,SE,3,0,0
20061,51,2012,4,15,20,1,9,63.18,1011.9,16,SE,5,0,0
20062,62,2012,4,15,21,1,10,67.57,1011.9,16,SE,7,0,0
20063,53,2012,4,15,22,1,11,77.01,1011.9,15,SE,11,0,0
20064,55,2012,4,15,23,1,11,77.01,1011.9,15,SE,14,0,0
20065,66,2012,4,16,0,1,11,82.14,1012.9,14,SW,2,0,0
20066,67,2012,4,16,1,1,10,82.01,1011.9,13,SW,4,0,0
20067,74,2012,4,16,2,1,10,82.01,1011.9,13,SW,6,0,0
20068,59,2012,4,16,3,1,10,87.57,1011.9,12,SW,7,0,0
20069,56,2012,4,16,4,1,10,82.01,1011.9,13,cv,0,0,0
20070,60,2012,4,16,5,1,10,87.57,1012.9,12,cv,0,0,0
20071,64,2012,4,16,6,1,10,87.57,1013.9,12,NW,1,0,0
20072,67,2012,4,16,7,1,12,87.75,1013.9,14,SW,1,0,0
20073,73,2012,4,16,8,1,13,82.4,1014.9,16,cv,0,0,0
20074,116,2012,4,16,9,1,13,72.6,1014.9,18,NW,3,0,0
20075,137,2012,4,16,10,1,14,68.4,1014.9,20,NE,3,0,0
20076,129,2012,4,16,11,1,12,53.1,1014.9,22,NE,7,0,0
20077,92,2012,4,16,12,1,10,43.76,1013.9,23,NE,12,0,0
20078,89,2012,4,16,13,1,10,43.76,1013.9,23,NE,17,0,0
20079,95,2012,4,16,14,1,10,43.76,1012.9,23,NE,22,0,0
20080,74,2012,4,16,15,1,10,46.49,1012.9,22,NE,25,0,0
20081,55,2012,4,16,16,1,9,43.47,1012.9,22,NE,28,0,0
20082,64,2012,4,16,17,1,10,46.49,1012.9,22,NE,32,0,0
20083,56,2012,4,16,18,1,9,46.21,1013.9,21,NE,36,0,0
20084,46,2012,4,16,19,1,7,42.9,1013.9,20,NE,39,0,0
20085,81,2012,4,16,20,1,4,39.46,1014.9,18,SE,6,0,0
20086,84,2012,4,16,21,1,12,72.42,1014.9,17,NE,5,0,0
20087,83,2012,4,16,22,1,11,77.01,1015.9,15,NE,9,0,0
20088,70,2012,4,16,23,1,11,82.14,1015.9,14,NE,12,0,0
20089,60,2012,4,17,0,1,10,76.84,1015.9,14,NE,15,0,0
20090,56,2012,4,17,1,1,10,82.01,1015.9,13,NE,18,0,0
20091,56,2012,4,17,2,1,10,82.01,1015.9,13,NE,19,0,0
20092,65,2012,4,17,3,1,10,87.57,1015.9,12,SE,2,0,0
20093,64,2012,4,17,4,1,9,81.88,1015.9,12,cv,0,0,0
20094,67,2012,4,17,5,1,10,87.57,1015.9,12,NE,4,0,0
20095,59,2012,4,17,6,1,10,87.57,1015.9,12,NE,6,0,0
20096,72,2012,4,17,7,1,10,82.01,1015.9,13,NE,10,0,0
20097,119,2012,4,17,8,1,11,82.14,1016.9,14,NE,14,0,0
20098,93,2012,4,17,9,1,11,82.14,1016.9,14,SE,3,0,0
20099,51,2012,4,17,10,1,10,63.41,1016.9,17,NE,3,0,0
20178,66,2012,4,20,17,1,15,72.96,1008.1,20,NE,11,0,0
20179,67,2012,4,20,18,1,15,77.64,1008.1,19,NE,15,0,0
20180,60,2012,4,20,19,1,15,72.96,1008.1,20,SE,3,0,0
20181,69,2012,4,20,20,1,14,72.78,1009.1,19,SE,6,1.1,1.1
20182,95,2012,4,20,21,1,15,82.65,1009.1,18,SE,7,0.6,1.7
20183,89,2012,4,20,22,1,15,88.02,1009.1,17,SW,2,1.7,3.4
20184,96,2012,4,20,23,1,15,88.02,1009.1,17,SW,4,4.6,8
20185,68,2012,4,21,0,1,14,87.93,1008.1,16,SW,5,1.1,9.1
20186,39,2012,4,21,1,1,15,93.8,1007.1,16,SE,2,0.4,9.5
20187,30,2012,4,21,2,1,14,87.93,1006.1,16,SE,4,1.4,10.9
20188,48,2012,4,21,3,1,14,87.93,1006.1,16,SW,2,0.9,11.8
20189,57,2012,4,21,4,1,14,87.93,1005.1,16,NW,2,0.2,12
20190,50,2012,4,21,5,1,14,93.75,1005.1,15,NW,5,0,0
20191,50,2012,4,21,6,1,14,93.75,1005.1,15,NW,9,0,0
20192,48,2012,4,21,7,1,13,87.84,1005.1,15,NW,13,0,0
20193,59,2012,4,21,8,1,14,87.93,1006.1,16,NW,19,0,0
20194,103,2012,4,21,9,1,14,87.93,1006.1,16,NW,24,0,0
20195,44,2012,4,21,10,1,13,82.4,1007.1,16,NW,31,0,0
20196,69,2012,4,21,11,1,13,82.4,1007.1,16,NW,39,0,0
20197,65,2012,4,21,12,1,14,87.93,1006.1,16,NW,45,0,0
20198,62,2012,4,21,13,1,13,82.4,1006.1,16,NW,53,0,0
20199,58,2012,4,21,14,1,13,82.4,1006.1,16,NW,61,0,0
20200,63,2012,4,21,15,1,13,82.4,1007.1,16,NW,68,0,0
20201,74,2012,4,21,16,1,13,77.32,1006.1,17,NW,76,0,0
20202,60,2012,4,21,17,1,13,77.32,1007.1,17,NW,82,0,0
20203,59,2012,4,21,18,1,13,77.32,1007.1,17,NW,86,0,0
20204,68,2012,4,21,19,1,13,77.32,1008.1,17,NW,89,0,0
20205,63,2012,4,21,20,1,13,82.4,1009.1,16,NW,92,0,0
20206,59,2012,4,21,21,1,13,82.4,1009.1,16,NW,95,0,0
20207,53,2012,4,21,22,1,13,82.4,1010.2,16,NW,98,0,0
20208,50,2012,4,21,23,1,13,82.4,1010.2,16,NW,101,0,0
20209,43,2012,4,22,0,1,13,87.84,1010.2,15,SW,3,0,0
20210,55,2012,4,22,1,1,13,93.7,1009.1,14,SW,6,0,0
20211,59,2012,4,22,2,1,13,93.7,1009.1,14,SW,8,0,0
20212,64,2012,4,22,3,1,12,87.75,1009.1,14,SW,10,0,0
20213,80,2012,4,22,4,1,12,93.65,1009.1,13,SW,12,0,0
20214,71,2012,4,22,5,1,13,93.7,1009.1,14,SW,14,0,0
20215,81,2012,4,22,6,1,13,100,1010.2,13,cv,0,0,0
20216,95,2012,4,22,7,1,14,87.93,1010.8,16,SW,2,0,0
20217,92,2012,4,22,8,1,14,72.78,1010.8,19,SW,5,0,0
20218,77,2012,4,22,9,1,13,60.27,1011.9,21,SW,10,0,0
20219,77,2012,4,22,10,1,14,56.95,1011.9,23,SW,14,0,0
20220,50,2012,4,22,11,1,13,53.36,1010.8,23,SW,18,0,0
20221,59,2012,4,22,12,1,13,50.24,1010.8,24,SW,21,0,0
20222,63,2012,4,22,13,1,14,47.61,1010.2,26,SW,23,0,0
20223,61,2012,4,22,14,1,12,41.78,1010.2,26,SW,26,0,0
20224,51,2012,4,22,15,1,12,41.78,1009.1,26,SW,28,0,0
20225,62,2012,4,22,16,1,12,41.78,1009.1,26,SW,31,0,0
20226,72,2012,4,22,17,1,14,53.62,1009.1,24,SW,37,0,0
20227,66,2012,4,22,18,1,11,46.78,1009.1,23,SE,6,0,0
20228,61,2012,4,22,19,1,11,52.83,1009.1,21,SE,11,0,0
20229,58,2012,4,22,20,1,11,52.83,1010.2,21,SE,16,0,0
20230,40,2012,4,22,21,1,11,56.19,1010.2,20,SE,21,0,0
20231,47,2012,4,22,22,1,12,63.87,1010.2,19,SE,26,0,0
20232,51,2012,4,22,23,1,13,72.6,1010.2,18,SE,30,0,0
20233,58,2012,4,23,0,1,13,72.6,1010.2,18,SE,35,0,0
20234,63,2012,4,23,1,1,14,77.48,1009.1,18,SE,39,0,0
20235,57,2012,4,23,2,1,14,82.52,1009.1,17,SE,43,0,0
20236,63,2012,4,23,3,1,14,82.52,1009.1,17,SE,47,0,0
20237,60,2012,4,23,4,1,13,77.32,1009.1,17,SE,52,0,0
20238,62,2012,4,23,5,1,13,77.32,1009.1,17,SE,55,0,0
20239,57,2012,4,23,6,1,14,82.52,1010.2,17,SE,58,0,0
20240,66,2012,4,23,7,1,14,77.48,1010.2,18,SE,62,0,0
20241,68,2012,4,23,8,1,15,72.96,1010.2,20,SE,67,0,0
20242,52,2012,4,23,9,1,15,64.54,1010.2,22,SE,73,0,0
20243,53,2012,4,23,10,1,15,60.74,1010.2,23,SE,79,0,0
20244,51,2012,4,23,11,1,16,57.44,1009.1,25,SE,84,0,0
20245,57,2012,4,23,12,1,15,50.78,1009.1,26,SE,90,0,0
20246,57,2012,4,23,13,1,15,50.78,1008.1,26,SE,96,0,0
20247,53,2012,4,23,14,1,14,47.61,1007.1,26,SE,102,0,0
20248,62,2012,4,23,15,1,15,50.78,1007.1,26,SE,108,0,0
20249,61,2012,4,23,16,1,16,54.14,1006.1,26,SE,115,0,0
20250,55,2012,4,23,17,1,15,53.88,1006.1,25,SE,121,0,0
20251,46,2012,4,23,18,1,15,60.74,1006.1,23,SE,127,0,0
20252,50,2012,4,23,19,1,16,73.14,1007.1,21,SE,133,0,0
20253,50,2012,4,23,20,1,17,77.94,1007.1,21,SE,141,0,0
20254,59,2012,4,23,21,1,17,82.89,1007.1,20,SE,148,0,0
20255,53,2012,4,23,22,1,17,82.89,1007.1,20,SE,155,0,0
20256,46,2012,4,23,23,1,17,82.89,1007.1,20,SE,162,0,0
20257,52,2012,4,24,0,1,17,77.94,1007.1,21,SE,168,0,0
20258,49,2012,4,24,1,1,17,77.94,1006.1,21,SE,174,0,0
20259,51,2012,4,24,2,1,17,77.94,1006.1,21,SE,179,0,0
20260,43,2012,4,24,3,1,17,77.94,1006.1,21,SE,184,0,0
20261,51,2012,4,24,4,1,17,77.94,1005.1,21,SE,189,0,0
20262,53,2012,4,24,5,1,17,77.94,1005.1,21,SE,193,0,0
20263,46,2012,4,24,6,1,18,78.09,1005.1,22,SE,197,0,0
20264,42,2012,4,24,7,1,19,83.13,1005.1,22,SE,202,0,0
20265,40,2012,4,24,8,1,19,83.13,1005.1,22,SE,207,0,0
20266,36,2012,4,24,9,1,19,78.24,1004.1,23,SE,212,0,0
20267,29,2012,4,24,10,1,19,73.67,1004.1,24,SE,220,0,0
20268,26,2012,4,24,11,1,19,78.24,1004.1,23,SE,226,0.3,0.3
20269,40,2012,4,24,12,1,19,83.13,1004.1,22,SE,233,2.7,3
20270,36,2012,4,24,13,1,18,83.01,1002,21,SE,242,1,4
20271,11,2012,4,24,14,1,19,88.37,1001,21,SE,249,0.4,4.4
20272,13,2012,4,24,15,1,19,88.37,1000,21,SE,256,0,0
20273,25,2012,4,24,16,1,19,83.13,1000,22,SE,262,0,0
20274,27,2012,4,24,17,1,19,83.13,1000,22,SE,270,0,0
20275,35,2012,4,24,18,1,19,83.13,1000,22,SE,275,0,0
20276,38,2012,4,24,19,1,19,83.13,1000,22,SE,280,0.3,0.3
20277,48,2012,4,24,20,1,19,88.37,1000,21,SE,284,0.1,0.4
20278,42,2012,4,24,21,1,19,88.37,1001,21,SE,288,0,0
20279,35,2012,4,24,22,1,18,83.01,1001,21,SE,294,0,0
20280,34,2012,4,24,23,1,18,88.28,1000,20,SE,299,0,0
20281,34,2012,4,25,0,1,19,93.98,1000,20,SE,303,0,0
20282,33,2012,4,25,1,1,18,88.28,999,20,SW,3,0,0
20283,45,2012,4,25,2,1,19,93.98,999,20,SE,3,0.3,0.3
20284,36,2012,4,25,3,1,19,93.98,999,20,SW,2,1.6,1.9
20285,39,2012,4,25,4,1,19,93.98,999,20,SW,5,0.2,2.1
20286,31,2012,4,25,5,1,19,88.37,1000,21,SW,8,0,0
20287,27,2012,4,25,6,1,19,88.37,1000,21,SW,13,0,0
20288,34,2012,4,25,7,1,18,88.28,1001,20,NW,10,0,0
20289,30,2012,4,25,8,1,16,88.11,1003.1,18,NW,20,0,0
20290,43,2012,4,25,9,1,16,88.11,1004.1,18,NW,29,0,0
20291,40,2012,4,25,10,1,15,82.65,1004.1,18,NW,37,0,0
20292,30,2012,4,25,11,1,16,88.11,1005.1,18,NW,46,0,0
20293,40,2012,4,25,12,1,15,82.65,1005.1,18,NW,55,0,0
20294,38,2012,4,25,13,1,13,72.6,1005.1,18,NW,60,0,0
20295,51,2012,4,25,14,1,14,77.48,1006.1,18,NW,67,0,0
20296,62,2012,4,25,15,1,14,77.48,1007.1,18,NW,75,0,0
20297,66,2012,4,25,16,1,14,72.78,1007.1,19,NW,80,0,0
20298,66,2012,4,25,17,1,16,93.84,1008.1,17,NW,87,0,0
20299,74,2012,4,25,18,1,16,88.11,1009.1,18,NW,91,0,0
20300,77,2012,4,25,19,1,15,88.02,1010.2,17,NW,95,0,0
20301,98,2012,4,25,20,1,15,88.02,1010.8,17,NW,97,0,0
20302,99,2012,4,25,21,1,15,88.02,1010.8,17,SW,2,0,0
20303,106,2012,4,25,22,1,16,93.84,1011.9,17,NW,2,0,0
20304,105,2012,4,25,23,1,15,82.65,1011.9,18,NW,5,0,0
20305,74,2012,4,26,0,1,12,67.99,1012.9,18,NW,10,0,0
20306,68,2012,4,26,1,1,11,72.23,1012.9,16,NW,13,0,0
20307,50,2012,4,26,2,1,13,82.4,1012.9,16,NE,3,0,0
20308,44,2012,4,26,3,1,12,87.75,1012.9,14,NE,6,0,0
20309,42,2012,4,26,4,1,11,82.14,1012.9,14,cv,0,0,0
20310,34,2012,4,26,5,1,11,82.14,1012.9,14,cv,0,0,0
20311,40,2012,4,26,6,1,12,87.75,1013.9,14,cv,0,0,0
20312,52,2012,4,26,7,1,12,77.17,1013.9,16,NW,3,0,0
20313,73,2012,4,26,8,1,11,63.64,1014.9,18,NW,5,0,0
20314,76,2012,4,26,9,1,11,56.19,1014.9,20,NW,6,0,0
20315,69,2012,4,26,10,1,9,43.47,1014.9,22,SW,3,0,0
20316,61,2012,4,26,11,1,8,40.63,1014.9,22,NW,3,0,0
20317,59,2012,4,26,12,1,7,35.71,1013.9,23,NE,2,0,0
20318,51,2012,4,26,13,1,4,27.31,1012.9,24,NW,2,0,0
20319,52,2012,4,26,14,1,5,31.1,1012.9,23,NE,2,0,0
20320,62,2012,4,26,15,1,3,25.45,1011.9,24,NW,1,0,0
20321,86,2012,4,26,16,1,5,31.1,1010.8,23,SW,3,0,0
20322,71,2012,4,26,17,1,8,38.24,1010.8,23,SE,4,0,0
20323,70,2012,4,26,18,1,4,32.75,1010.8,21,SE,9,0,0
20324,67,2012,4,26,19,1,6,42.61,1011.9,19,SE,12,0,0
20325,59,2012,4,26,20,1,5,42.32,1011.9,18,SE,17,0,0
20326,59,2012,4,26,21,1,8,55.41,1011.9,17,SE,22,0,0
20327,50,2012,4,26,22,1,8,55.41,1011.9,17,SE,26,0,0
20328,45,2012,4,26,23,1,8,59.04,1010.8,16,SE,31,0,0
20329,54,2012,4,27,0,1,8,59.04,1010.8,16,SE,36,0,0
20330,52,2012,4,27,1,1,6,48.31,1010.2,17,SE,41,0,0
20331,58,2012,4,27,2,1,8,59.04,1010.2,16,SE,46,0,0
20332,57,2012,4,27,3,1,8,62.95,1010.2,15,SE,50,0,0
20333,58,2012,4,27,4,1,8,62.95,1010.2,15,SE,55,0,0
20334,60,2012,4,27,5,1,9,67.36,1010.2,15,SE,58,0,0
20335,60,2012,4,27,6,1,9,67.36,1010.8,15,SE,61,0,0
20336,68,2012,4,27,7,1,10,63.41,1010.8,17,SE,65,0,0
20337,71,2012,4,27,8,1,9,52.3,1010.8,19,SE,69,0,0
20338,69,2012,4,27,9,1,10,46.49,1010.8,22,SW,5,0,0
20339,63,2012,4,27,10,1,11,44.04,1010.8,24,SW,10,0,0
20341,59,2012,4,27,12,1,12,44.33,1010.2,25,SE,5,0,0
20342,56,2012,4,27,13,1,12,41.78,1009.1,26,SW,5,0,0
20343,54,2012,4,27,14,1,11,41.49,1009.1,25,SE,6,0,0
20344,55,2012,4,27,15,1,12,44.33,1008.1,25,SE,12,0,0
20345,55,2012,4,27,16,1,12,47.05,1008.1,24,SE,18,0,0
20346,44,2012,4,27,17,1,11,49.7,1008.1,22,SE,25,0,0
20347,39,2012,4,27,18,1,11,52.83,1008.1,21,SE,32,0,0
20348,36,2012,4,27,19,1,11,56.19,1009.1,20,SE,37,0,0
20349,41,2012,4,27,20,1,11,59.78,1009.1,19,SE,43,0,0
20350,42,2012,4,27,21,1,12,63.87,1009.1,19,SE,49,0,0
20351,35,2012,4,27,22,1,12,67.99,1009.1,18,SE,54,0,0
20352,38,2012,4,27,23,1,12,67.99,1009.1,18,SE,59,0,0
20353,30,2012,4,28,0,1,12,72.42,1009.1,17,SE,63,0,0
20354,36,2012,4,28,1,1,12,72.42,1009.1,17,SE,66,0,0
20355,40,2012,4,28,2,1,12,72.42,1009.1,17,SE,70,0,0
20356,37,2012,4,28,3,1,12,72.42,1010.2,17,SE,73,0,0
20357,44,2012,4,28,4,1,12,72.42,1010.2,17,SE,77,0,0
20358,48,2012,4,28,5,1,12,77.17,1010.2,16,SE,79,0,0
20359,45,2012,4,28,6,1,12,72.42,1010.2,17,SE,82,0,0
20360,39,2012,4,28,7,1,13,68.2,1010.8,19,SE,85,0,0
20361,40,2012,4,28,8,1,13,64.09,1010.8,20,SE,88,0,0
